id_funcionario,idade,faixa_etaria,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,faixa_renda,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,nivel_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition
1131,21,18–25,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Ensino Médio,2070,Q1 — Baixa,984,70,11,0,2,2,2,2,2,1,1,Viaja Raramente,1,6,1.0,0.0,1.0,12420,3,Médio,1,0,0,1,1,0
1132,39,36–45,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Graduação,6782,Q3 — Média-Alta,439,70,15,0,5,4,0,3,9,9,0,Sem Viagem,9,2,0.5556,0.44,0.8,61038,1,Baixo,0,0,0,1,0,0
1133,36,36–45,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,7779,Q3 — Média-Alta,217,78,20,0,11,9,0,9,18,2,0,Sem Viagem,18,0,0.6111,3.5,0.8182,70011,1,Baixo,0,0,1,0,0,0
1135,31,26–35,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Graduação,2791,Q1 — Baixa,793,67,12,1,2,2,2,2,3,0,0,Viaja Frequentemente,20,4,0.6667,,1.0,16746,2,Médio,0,0,1,0,1,0
1136,28,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,3201,Q2 — Média-Baixa,1451,67,17,0,5,3,0,4,6,0,0,Viaja Raramente,2,2,0.8333,,0.6,19206,2,Médio,0,0,0,1,1,0
1137,35,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Técnico,4968,Q3 — Média-Alta,1182,54,11,1,5,2,0,2,5,1,0,Viaja Frequentemente,11,3,1.0,0.0,0.4,44712,0,Baixo,0,0,0,0,0,0
1138,49,46–55,Masculino,Casado(a),Sales,Sales Executive,Especialista,4,Technical Degree,Mestrado,13120,Q4 — Alta,174,56,17,1,9,8,2,3,22,6,0,Viaja Raramente,8,3,0.4091,2.17,0.8889,236160,1,Baixo,0,0,0,1,0,0
1140,34,26–35,Masculino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Técnico,4033,Q2 — Média-Baixa,1003,95,11,0,3,2,0,2,5,2,0,Viaja Frequentemente,2,3,0.6,1.0,0.6667,36297,1,Baixo,0,0,0,0,1,0
1143,29,26–35,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,3291,Q2 — Média-Baixa,490,61,14,2,7,5,1,1,8,0,0,Viaja Frequentemente,10,2,0.875,,0.7143,19746,2,Médio,0,0,0,1,1,0
1148,42,36–45,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Pleno,2,Medical,Graduação,4272,Q2 — Média-Baixa,188,56,19,0,1,0,0,0,16,4,0,Viaja Raramente,29,3,0.0625,3.75,0.0,38448,2,Médio,0,0,1,0,1,0
1150,29,26–35,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Ensino Médio,5056,Q3 — Média-Alta,718,79,15,1,10,7,1,2,10,1,1,Viaja Raramente,8,2,1.0,0.0,0.7,45504,1,Baixo,1,0,0,0,0,0
1152,38,36–45,Masculino,Casado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Graduação,2844,Q1 — Baixa,433,37,13,1,7,6,5,0,7,1,0,Viaja Raramente,1,2,1.0,0.0,0.8571,17064,2,Médio,0,1,0,0,1,0
1154,28,26–35,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2703,Q1 — Baixa,773,39,14,1,3,1,0,2,3,1,1,Viaja Frequentemente,6,2,1.0,0.0,0.3333,16218,2,Médio,1,0,0,0,1,0
1156,18,18–25,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Ensino Médio,1904,Q1 — Baixa,247,80,12,0,0,0,0,0,0,1,0,Sem Viagem,8,0,,0.0,,11424,1,Baixo,0,0,0,0,1,1
1157,33,26–35,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,8224,Q3 — Média-Alta,603,77,17,0,5,2,0,3,6,0,1,Viaja Raramente,9,3,0.8333,,0.4,74016,2,Médio,1,0,0,1,0,1
1158,41,36–45,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,4766,Q2 — Média-Baixa,167,46,11,1,1,0,0,0,6,3,1,Viaja Raramente,12,4,0.1667,1.67,0.0,28596,2,Médio,1,0,0,0,1,0
1160,31,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2610,Q1 — Baixa,874,72,12,1,2,2,2,2,2,1,0,Viaja Frequentemente,15,5,1.0,0.0,1.0,15660,1,Baixo,0,0,0,0,1,1
1161,37,36–45,Feminino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,5731,Q3 — Média-Alta,367,52,13,2,6,2,1,3,9,7,0,Viaja Raramente,25,2,0.6667,0.43,0.3333,51579,1,Baixo,0,0,1,0,0,0
1162,27,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2539,Q1 — Baixa,199,55,13,1,4,2,2,2,4,1,0,Viaja Raramente,6,0,1.0,0.0,0.5,15234,1,Baixo,0,0,0,0,1,0
1163,34,26–35,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Ensino Médio,5714,Q3 — Média-Alta,1400,70,20,0,6,5,1,3,6,1,0,Viaja Raramente,9,3,1.0,0.0,0.8333,51426,0,Baixo,0,0,0,0,0,0
1164,35,26–35,Masculino,Solteiro(a),Human Resources,Human Resources,Júnior,1,Technical Degree,Mestrado,4323,Q2 — Média-Baixa,528,100,17,0,5,4,1,4,6,1,0,Viaja Raramente,8,2,0.8333,1.0,0.8,25938,1,Baixo,0,0,0,0,1,0
1165,29,26–35,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Life Sciences,Ensino Médio,7336,Q3 — Média-Alta,408,45,13,1,11,8,3,10,11,1,0,Viaja Raramente,23,3,1.0,0.0,0.7273,88032,3,Médio,0,1,1,1,0,1
1166,40,36–45,Feminino,Solteiro(a),Research & Development,Research Director,Sênior,3,Medical,Mestrado,13499,Q4 — Alta,593,88,17,0,18,7,2,13,20,9,0,Viaja Frequentemente,9,3,0.9,0.22,0.3889,161988,0,Baixo,0,0,0,0,0,0
1167,42,36–45,Masculino,Solteiro(a),Sales,Sales Executive,Especialista,4,Life Sciences,Graduação,13758,Q4 — Alta,481,44,12,0,21,9,13,14,22,0,1,Viaja Frequentemente,12,2,0.9545,,0.4286,247644,3,Médio,1,1,0,1,0,1
1171,42,36–45,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,5155,Q3 — Média-Alta,647,45,13,0,6,4,1,5,9,7,0,Viaja Raramente,4,3,0.6667,0.43,0.6667,46395,1,Baixo,0,0,0,1,0,0
1172,35,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,2258,Q1 — Baixa,982,58,12,1,8,0,1,7,10,6,0,Viaja Raramente,1,2,0.8,0.33,0.0,13548,1,Baixo,0,0,0,0,1,0
1173,24,18–25,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,3597,Q2 — Média-Baixa,477,49,22,0,4,3,1,2,6,8,0,Viaja Raramente,24,2,0.6667,0.25,0.75,21582,3,Médio,0,0,1,1,1,0
1175,28,26–35,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Ensino Médio,2515,Q1 — Baixa,1485,79,11,0,1,1,0,0,1,1,1,Viaja Raramente,12,4,1.0,0.0,1.0,15090,2,Médio,1,0,0,0,1,1
1177,26,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,4420,Q2 — Média-Baixa,1384,82,22,1,8,7,0,7,8,1,0,Viaja Raramente,3,2,1.0,0.0,0.875,26520,1,Baixo,0,0,0,0,1,0
1179,30,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,6578,Q3 — Média-Alta,852,72,18,1,10,3,1,4,10,1,0,Viaja Raramente,10,3,1.0,0.0,0.3,59202,0,Baixo,0,0,0,0,0,0
1180,40,36–45,Feminino,Casado(a),Research & Development,Research Scientist,Pleno,2,Medical,Técnico,4422,Q2 — Média-Baixa,902,92,13,1,1,1,0,0,16,3,1,Viaja Frequentemente,26,3,0.0625,5.0,1.0,39798,3,Médio,1,0,1,0,1,0
1182,35,26–35,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Graduação,10274,Q4 — Alta,819,44,18,1,7,7,6,4,15,2,0,Viaja Raramente,2,2,0.4667,4.0,1.0,123288,2,Médio,0,1,0,1,0,0
1184,34,26–35,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,5343,Q3 — Média-Alta,669,97,20,0,13,9,4,9,14,0,0,Viaja Frequentemente,1,3,0.9286,,0.6923,48087,2,Médio,0,1,0,1,0,0
1185,35,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Mestrado,2376,Q1 — Baixa,636,47,13,1,2,2,2,2,2,1,0,Viaja Frequentemente,4,2,1.0,0.0,1.0,14256,1,Baixo,0,0,0,0,1,0
1188,43,36–45,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,5346,Q3 — Média-Alta,1372,85,13,0,4,3,1,3,7,8,0,Viaja Raramente,9,2,0.5714,0.38,0.75,48114,0,Baixo,0,0,0,0,0,1
1190,32,26–35,Feminino,Divorciado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Ensino Médio,2827,Q1 — Baixa,862,76,12,3,1,0,0,0,1,1,0,Sem Viagem,2,3,1.0,0.0,0.0,16962,2,Médio,0,0,0,1,1,0
1191,56,55+,Feminino,Divorciado(a),Research & Development,Manager,Diretor,5,Technical Degree,Mestrado,19943,Q4 — Alta,718,92,13,1,5,2,4,2,28,4,0,Viaja Raramente,4,2,0.1786,5.75,0.4,478632,2,Médio,0,1,0,1,0,0
1192,29,26–35,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Ensino Médio,3131,Q2 — Média-Baixa,1401,54,13,1,10,8,0,8,10,1,0,Viaja Raramente,6,5,1.0,0.0,0.8,18786,1,Baixo,0,0,0,0,1,0
1193,19,18–25,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,2552,Q1 — Baixa,645,54,25,0,1,1,0,0,1,1,0,Viaja Raramente,9,4,1.0,0.0,1.0,15312,2,Médio,0,0,0,1,1,0
1195,45,36–45,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,4477,Q2 — Média-Baixa,1457,83,19,1,3,2,0,2,7,4,1,Viaja Raramente,7,2,0.4286,1.0,0.6667,26862,2,Médio,1,0,0,0,1,0
1196,37,36–45,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Graduação,6474,Q3 — Média-Alta,977,56,13,1,14,8,3,11,14,1,0,Viaja Raramente,1,2,1.0,0.0,0.5714,58266,1,Baixo,0,1,0,0,0,0
1198,20,18–25,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,3033,Q2 — Média-Baixa,805,87,12,0,2,2,1,2,2,1,0,Viaja Raramente,3,2,1.0,0.0,1.0,18198,1,Baixo,0,0,0,0,1,0
1200,44,36–45,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,2936,Q2 — Média-Baixa,1097,96,11,0,6,4,0,2,6,1,1,Viaja Raramente,10,4,1.0,0.0,0.6667,17616,2,Médio,1,0,0,0,1,1
1201,53,46–55,Feminino,Divorciado(a),Research & Development,Manager,Diretor,5,Medical,Técnico,18606,Q4 — Alta,1223,50,18,1,7,7,4,7,26,3,0,Viaja Raramente,7,6,0.2692,6.33,1.0,446544,1,Baixo,0,1,0,0,0,0
1202,29,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,2168,Q1 — Baixa,942,69,18,1,5,4,1,3,6,0,1,Viaja Raramente,15,2,0.8333,,0.8,13008,2,Médio,1,0,0,0,1,0
1203,22,18–25,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,2853,Q1 — Baixa,1256,48,11,1,0,0,0,0,1,0,1,Viaja Frequentemente,3,5,0.0,,,17118,2,Médio,1,0,0,0,1,1
1204,46,46–55,Feminino,Casado(a),Sales,Manager,Especialista,4,Marketing,Graduação,17048,Q4 — Alta,1402,69,23,0,26,15,15,9,28,8,0,Viaja Raramente,2,2,0.9286,0.25,0.5769,306864,2,Médio,0,1,0,1,0,0
1206,44,36–45,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2290,Q1 — Baixa,111,74,13,0,0,0,0,0,6,2,0,Sem Viagem,17,3,0.0,3.0,,13740,2,Médio,0,0,1,0,1,0
1207,33,26–35,Masculino,Casado(a),Human Resources,Human Resources,Júnior,1,Human Resources,Graduação,3600,Q2 — Média-Baixa,147,99,13,1,5,4,1,4,5,1,0,Viaja Raramente,2,2,1.0,0.0,0.8,21600,1,Baixo,0,0,0,0,1,0
1210,41,36–45,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,2107,Q1 — Baixa,906,95,17,1,1,0,0,0,5,6,0,Sem Viagem,5,2,0.2,0.67,0.0,12642,2,Médio,0,0,0,1,1,1
1211,30,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,4115,Q2 — Média-Baixa,1329,61,19,3,4,3,0,3,8,8,0,Viaja Raramente,29,3,0.5,0.5,0.75,37035,3,Médio,0,0,1,1,1,0
1212,40,36–45,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Mestrado,4327,Q2 — Média-Baixa,1184,62,12,3,0,0,0,0,5,5,0,Viaja Frequentemente,2,2,0.0,1.0,,38943,2,Médio,0,0,0,1,1,0
1215,50,46–55,Feminino,Casado(a),Research & Development,Manager,Especialista,4,Medical,Graduação,17856,Q4 — Alta,1421,30,22,1,2,2,2,2,32,2,0,Viaja Frequentemente,2,3,0.0625,15.0,1.0,321408,1,Baixo,0,0,0,1,0,0
1216,28,26–35,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,3196,Q2 — Média-Baixa,1179,78,12,3,6,5,3,3,6,1,0,Viaja Raramente,19,2,1.0,0.0,0.8333,19176,4,Alto,0,1,1,1,1,0
1217,46,46–55,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Técnico,19081,Q4 — Alta,1450,52,11,1,4,2,0,3,25,5,0,Viaja Raramente,15,2,0.16,4.2,0.5,457944,1,Baixo,0,0,0,1,0,0
1218,35,26–35,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,8966,Q4 — Alta,1361,94,15,3,7,7,1,7,15,3,1,Viaja Raramente,17,2,0.4667,2.67,1.0,80694,3,Médio,1,0,1,1,0,0
1219,24,18–25,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Técnico,2210,Q1 — Baixa,984,97,13,1,1,0,0,0,1,1,0,Viaja Raramente,17,3,1.0,0.0,0.0,13260,3,Médio,0,0,1,1,1,1
1220,33,26–35,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Medical,Graduação,4539,Q2 — Média-Baixa,1146,82,12,1,10,7,0,1,10,1,0,Viaja Frequentemente,25,3,1.0,0.0,0.7,40851,2,Médio,0,0,1,0,1,0
1221,36,36–45,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2741,Q1 — Baixa,917,60,14,1,7,7,1,7,7,1,0,Viaja Raramente,6,4,1.0,0.0,1.0,16446,1,Baixo,0,0,0,0,1,0
1224,30,26–35,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Mestrado,3491,Q2 — Média-Baixa,853,49,13,3,10,7,8,9,10,1,0,Viaja Raramente,7,4,1.0,0.0,0.7,31419,2,Médio,0,1,0,0,1,0
1225,44,36–45,Masculino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Other,Mestrado,4541,Q2 — Média-Baixa,200,32,25,0,20,11,13,17,20,1,0,Viaja Raramente,29,3,1.0,0.0,0.55,40869,3,Médio,0,1,1,0,1,0
1226,20,18–25,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Graduação,2678,Q1 — Baixa,654,43,17,0,2,1,2,2,2,1,0,Viaja Raramente,21,2,1.0,0.0,0.5,16068,2,Médio,0,0,1,0,1,0
1228,46,46–55,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Technical Degree,Mestrado,7379,Q3 — Média-Alta,150,60,11,1,6,3,1,4,12,2,0,Viaja Raramente,2,3,0.5,3.0,0.5,66411,0,Baixo,0,0,0,0,0,0
1231,42,36–45,Masculino,Casado(a),Human Resources,Human Resources,Pleno,2,Medical,Doutorado,6272,Q3 — Média-Alta,179,79,16,1,4,3,0,3,10,7,0,Sem Viagem,2,3,0.4,0.86,0.75,56448,1,Baixo,0,0,0,1,0,0
1233,60,55+,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,5220,Q3 — Média-Alta,696,52,18,1,11,7,1,9,12,0,1,Viaja Raramente,7,3,0.9167,,0.6364,46980,1,Baixo,1,0,0,0,0,0
1234,32,26–35,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Graduação,2743,Q1 — Baixa,116,77,20,1,2,2,2,2,2,1,0,Viaja Frequentemente,13,2,1.0,0.0,1.0,16458,2,Médio,0,0,0,1,1,0
1235,32,26–35,Feminino,Solteiro(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Técnico,4998,Q3 — Média-Alta,1316,38,14,0,8,7,0,7,10,4,1,Viaja Frequentemente,2,2,0.8,0.5,0.875,44982,1,Baixo,1,0,0,0,0,0
1237,36,36–45,Feminino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Technical Degree,Graduação,10252,Q4 — Alta,363,77,21,1,7,7,7,7,17,2,1,Viaja Raramente,1,2,0.4118,5.0,1.0,123024,3,Médio,1,1,0,1,0,0
1238,33,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2781,Q1 — Baixa,117,60,13,1,14,10,4,10,15,0,0,Viaja Raramente,9,5,0.9333,,0.7143,16686,2,Médio,0,1,0,0,1,0
1239,40,36–45,Feminino,Divorciado(a),Sales,Sales Executive,Pleno,2,Technical Degree,Graduação,6852,Q3 — Média-Alta,107,84,12,1,5,1,1,3,7,7,0,Viaja Raramente,10,2,0.7143,0.29,0.2,61668,1,Baixo,0,0,0,1,0,0
1240,25,18–25,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,4950,Q3 — Média-Alta,1356,57,14,0,4,3,1,1,5,0,0,Viaja Raramente,10,4,0.8,,0.75,44550,0,Baixo,0,0,0,0,0,0
1241,30,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,3579,Q2 — Média-Baixa,1465,63,21,1,11,9,5,7,12,0,1,Viaja Raramente,1,2,0.9167,,0.8182,21474,4,Alto,1,1,0,1,1,0
1242,42,36–45,Feminino,Casado(a),Research & Development,Research Director,Sênior,3,Medical,Doutorado,13191,Q4 — Alta,458,60,17,0,1,0,0,0,20,3,1,Viaja Frequentemente,26,6,0.05,6.33,0.0,158292,3,Médio,1,0,1,1,0,0
1243,35,26–35,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Marketing,Técnico,10377,Q4 — Alta,1212,78,11,1,13,2,4,12,16,4,1,Sem Viagem,8,6,0.8125,0.75,0.1538,124524,2,Médio,1,1,0,0,0,0
1244,27,26–35,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2235,Q1 — Baixa,1103,42,14,2,9,7,6,8,9,1,1,Viaja Raramente,14,3,1.0,0.0,0.7778,13410,4,Alto,1,1,0,1,1,0
1245,54,46–55,Feminino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Life Sciences,Mestrado,10502,Q4 — Alta,966,53,17,1,5,4,1,4,33,7,0,Viaja Frequentemente,1,2,0.1515,4.0,0.8,126024,0,Baixo,0,0,0,0,0,0
1246,44,36–45,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Ensino Médio,2011,Q1 — Baixa,1117,72,13,1,10,5,7,7,10,1,0,Viaja Raramente,2,5,1.0,0.0,0.5,12066,2,Médio,0,1,0,0,1,0
1248,19,18–25,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,1859,Q1 — Baixa,504,96,25,0,1,1,0,0,1,1,1,Sem Viagem,10,2,1.0,0.0,1.0,11154,3,Médio,1,0,0,1,1,1
1249,29,26–35,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,3760,Q2 — Média-Baixa,1010,97,15,3,3,2,1,2,3,1,0,Viaja Raramente,1,5,1.0,0.0,0.6667,22560,1,Baixo,0,0,0,0,1,0
1250,54,46–55,Masculino,Casado(a),Research & Development,Research Director,Especialista,4,Life Sciences,Graduação,17779,Q4 — Alta,685,85,14,0,10,9,0,9,36,3,0,Viaja Raramente,3,2,0.2778,8.67,0.9,320022,0,Baixo,0,0,0,0,0,0
1251,31,26–35,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,6833,Q3 — Média-Alta,1332,80,12,0,6,5,0,1,6,1,1,Viaja Raramente,11,2,1.0,0.0,0.8333,61497,2,Médio,1,0,0,1,0,0
1252,31,26–35,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Graduação,6812,Q3 — Média-Alta,1062,96,19,0,10,9,1,8,10,1,0,Viaja Raramente,24,2,1.0,0.0,0.9,61308,2,Médio,0,0,1,1,0,0
1254,59,55+,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,5171,Q3 — Média-Alta,326,48,17,0,6,1,0,5,13,5,0,Viaja Raramente,3,2,0.4615,1.4,0.1667,46539,0,Baixo,0,0,0,0,0,0
1255,43,36–45,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Graduação,19740,Q4 — Alta,920,96,14,1,8,7,0,7,25,3,0,Viaja Raramente,3,2,0.32,5.67,0.875,473760,0,Baixo,0,0,0,0,0,0
1256,49,46–55,Masculino,Casado(a),Research & Development,Manager,Diretor,5,Medical,Técnico,18711,Q4 — Alta,1098,85,13,1,1,0,0,0,23,2,0,Viaja Raramente,4,2,0.0435,11.0,0.0,449064,0,Baixo,0,0,0,0,0,0
1257,36,36–45,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,3692,Q2 — Média-Baixa,469,46,12,0,11,10,0,7,12,1,0,Viaja Frequentemente,3,2,0.9167,1.0,0.9091,22152,2,Médio,0,0,0,1,1,0
1258,48,46–55,Masculino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Técnico,2559,Q1 — Baixa,969,76,11,0,1,0,0,0,7,5,0,Viaja Raramente,2,4,0.1429,1.2,0.0,15354,2,Médio,0,0,0,1,1,0
1259,27,26–35,Masculino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,2517,Q1 — Baixa,1167,76,11,3,5,3,0,3,5,1,0,Viaja Raramente,4,2,1.0,0.0,0.6,15102,1,Baixo,0,0,0,0,1,0
1260,29,26–35,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,6623,Q3 — Média-Alta,1329,82,11,2,6,0,1,0,6,1,1,Viaja Raramente,7,2,1.0,0.0,0.0,59607,1,Baixo,1,0,0,0,0,0
1263,48,46–55,Masculino,Solteiro(a),Research & Development,Research Director,Diretor,5,Life Sciences,Graduação,18265,Q4 — Alta,715,76,12,0,1,0,0,0,25,6,0,Viaja Raramente,1,3,0.04,4.0,0.0,438360,0,Baixo,0,0,0,0,0,0
1264,29,26–35,Feminino,Divorciado(a),Research & Development,Research Director,Especialista,4,Life Sciences,Graduação,16124,Q4 — Alta,694,87,14,2,7,7,1,7,9,3,0,Viaja Raramente,1,2,0.7778,0.67,1.0,290232,0,Baixo,0,0,0,0,0,0
1265,34,26–35,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Technical Degree,Graduação,2585,Q1 — Baixa,1320,89,17,0,1,0,0,0,2,0,0,Viaja Raramente,20,5,0.5,,0.0,15510,2,Médio,0,0,1,0,1,0
1267,44,36–45,Masculino,Casado(a),Sales,Manager,Diretor,5,Marketing,Graduação,18213,Q4 — Alta,1099,88,11,1,22,9,3,10,26,7,0,Viaja Raramente,5,5,0.8462,0.57,0.4091,437112,2,Médio,0,1,0,1,0,0
1268,33,26–35,Masculino,Divorciado(a),Sales,Sales Executive,Sênior,3,Marketing,Doutorado,8380,Q4 — Alta,536,82,14,2,9,8,0,8,10,0,1,Viaja Raramente,10,3,0.9,,0.8889,100560,1,Baixo,1,0,0,0,0,0
1269,19,18–25,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2994,Q2 — Média-Baixa,265,57,12,0,1,0,0,1,1,1,1,Viaja Raramente,25,2,1.0,0.0,0.0,17964,3,Médio,1,0,1,0,1,0
1270,23,18–25,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,1223,Q1 — Baixa,373,47,22,1,1,0,0,1,1,1,0,Viaja Raramente,1,2,1.0,0.0,0.0,7338,1,Baixo,0,0,0,0,1,0
1273,25,18–25,Masculino,Solteiro(a),Sales,Sales Representative,Júnior,1,Life Sciences,Ensino Médio,1118,Q1 — Baixa,599,73,14,0,1,0,1,0,1,1,1,Viaja Frequentemente,24,4,1.0,0.0,0.0,6708,3,Médio,1,0,1,0,1,1
1275,26,26–35,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,2875,Q1 — Baixa,583,53,20,0,8,5,2,2,8,1,1,Viaja Raramente,4,2,1.0,0.0,0.625,17250,2,Médio,1,0,0,0,1,0
1277,45,36–45,Feminino,Solteiro(a),Sales,Manager,Diretor,5,Marketing,Graduação,18824,Q4 — Alta,1449,94,16,0,24,10,1,11,26,2,1,Viaja Raramente,2,2,0.9231,1.0,0.4167,451776,2,Médio,1,0,0,1,0,1
1278,55,46–55,Masculino,Divorciado(a),Research & Development,Healthcare Representative,Especialista,4,Medical,Ensino Médio,13577,Q4 — Alta,177,37,15,1,33,9,15,0,34,1,1,Sem Viagem,8,3,0.9706,1.0,0.2727,244386,3,Médio,1,1,0,1,0,0
