id_funcionario,idade,genero,estado_civil,departamento,cargo,nivel_cargo,nivel_cargo_cod,area_formacao,nivel_educacao,renda_mensal,taxa_diaria,taxa_horaria,perc_aumento_salarial,nivel_stock_option,anos_empresa,anos_cargo_atual,anos_desde_ultima_promocao,anos_mesmo_gestor,anos_experiencia_total,qtd_empresas_anteriores,horas_extras,frequencia_viagem,distancia_casa_km,treinamentos_ultimo_ano,perc_carreira_empresa,media_anos_por_empresa_anterior,indice_estagnacao_cargo,custo_reposicao_est,score_risco,flag_horas_extras,flag_sem_promocao_3a,flag_distancia_alta,flag_satisfacao_baixa,flag_renda_abaixo_mediana,attrition,taxa_diaria_brl,renda_mensal_brl,score_bemestar,prob_attrition,nivel_risco_ml,shap_top1_feat,shap_top2_feat,shap_top3_feat,shap_top1_val,shap_top2_val,shap_top3_val,acao_recomendada
999,41,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Medical,Graduação,19419,840,64,17,1,18,16,0,11,21,2,0,Viaja Frequentemente,9,2,0.8571,1.5,0.8889,466056,0,0,0,0,0,0,0,4830.0,111659.25,2.6,0.092,Baixo,satisfacao_ambiente_cod,frequencia_viagem,media_anos_por_empresa_anterior,0.0275,0.0185,0.0132,Avaliar condições e ambiente de trabalho
1001,27,Feminino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Technical Degree,Mestrado,2811,1134,37,14,1,2,2,2,2,4,9,0,Viaja Raramente,16,2,0.5,0.22,1.0,16866,3,0,0,1,1,1,0,6520.5,16163.25,2.6,0.236,Alto,faixa_etaria,satisfacao_trabalho_cod,nivel_cargo_cod,0.0357,0.0215,0.0185,Conversa de retenção personalizada
1002,45,Masculino,Casado(a),Research & Development,Laboratory Technician,Pleno,2,Life Sciences,Técnico,3633,248,42,15,1,9,8,0,8,9,1,1,Sem Viagem,23,2,1.0,0.0,0.8889,32697,4,1,0,1,1,1,0,1426.0,20889.75,2.8,0.0713,Baixo,satisfacao_trabalho_cod,nivel_risco,frequencia_viagem,0.0177,0.0151,0.0116,Conversa 1:1 sobre satisfação no trabalho
1003,47,Feminino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Técnico,4163,955,83,17,0,9,0,0,7,9,1,1,Viaja Raramente,4,0,1.0,0.0,0.0,37467,2,1,0,0,0,1,0,5491.25,23937.25,3.4,0.0904,Baixo,nivel_stock_option,treinamentos_ultimo_ano,anos_cargo_atual,0.043,0.0145,0.0124,Revisar benefícios e stock options
1004,30,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2132,138,48,11,0,5,2,0,1,7,4,1,Viaja Raramente,22,2,0.7143,0.5,0.4,12792,3,1,0,1,0,1,1,793.5,12259.0,2.4,0.8451,Crítico,nivel_stock_option,faixa_etaria,score_bemestar,0.0665,0.0499,0.0482,Revisar benefícios e stock options
1005,50,Masculino,Casado(a),Research & Development,Manufacturing Director,Especialista,4,Life Sciences,Graduação,13973,939,95,18,1,12,11,1,5,22,3,1,Viaja Raramente,24,2,0.5455,3.33,0.9167,251514,2,1,0,1,0,0,0,5399.25,80344.75,3.4,0.0607,Baixo,distancia_casa_km,horas_extras,flag_horas_extras,0.0128,0.0086,0.0074,Avaliar home office / subsídio transporte
1006,38,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Ensino Médio,2684,1391,66,17,1,2,1,0,2,3,0,0,Viaja Frequentemente,10,0,0.6667,,0.5,16104,1,0,0,0,0,1,0,7998.25,15433.0,2.6,0.2219,Alto,frequencia_viagem,equilibrio_vida_trabalho_cod,anos_empresa,0.0292,0.0284,0.0212,Conversa de retenção personalizada
1007,46,Masculino,Divorciado(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Técnico,10845,566,75,13,1,8,7,0,7,13,6,0,Viaja Raramente,7,3,0.6154,0.83,0.875,130140,0,0,0,0,0,0,0,3254.5,62358.75,3.0,0.0618,Baixo,media_anos_por_empresa_anterior,perc_carreira_empresa,flag_satisfacao_baixa,0.0141,0.0103,0.007,Conversa de retenção personalizada
1009,24,Feminino,Divorciado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Ensino Médio,4377,1206,41,15,2,4,2,3,2,5,1,0,Viaja Raramente,17,6,0.8,1.0,0.5,39393,3,0,1,1,0,1,0,6934.5,25167.75,2.8,0.3353,Crítico,faixa_etaria,envolvimento_trabalho_cod,media_anos_por_empresa_anterior,0.0581,0.0306,0.0216,Conversa de retenção personalizada
1010,35,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Mestrado,3743,622,39,24,1,4,2,0,2,5,1,1,Viaja Raramente,14,2,0.8,1.0,0.5,22458,3,1,0,0,1,1,1,3576.5,21522.25,2.4,0.6375,Crítico,score_bemestar,faixa_etaria,equilibrio_vida_trabalho_cod,0.0545,0.0503,0.0467,Programa de bem-estar e saúde mental
1011,31,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Ensino Médio,4148,853,96,12,1,4,3,0,3,4,1,0,Viaja Frequentemente,1,1,1.0,0.0,0.75,37332,2,0,0,0,1,1,0,4904.75,23851.0,2.6,0.2002,Alto,frequencia_viagem,faixa_etaria,satisfacao_trabalho_cod,0.0387,0.0313,0.0249,Conversa de retenção personalizada
1012,18,Masculino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Técnico,1051,287,73,15,0,0,0,0,0,0,1,0,Sem Viagem,5,2,,0.0,,6306,1,0,0,0,0,1,0,1650.25,6043.25,3.2,0.4817,Crítico,faixa_etaria,nivel_stock_option,anos_experiencia_total,0.0565,0.0493,0.048,Conversa de retenção personalizada
1013,54,Feminino,Casado(a),Research & Development,Manufacturing Director,Sênior,3,Technical Degree,Graduação,10739,1441,56,11,1,10,7,0,8,22,8,0,Viaja Raramente,17,2,0.4545,1.5,0.7,128868,1,0,0,1,0,0,0,8285.75,61749.25,3.0,0.075,Baixo,distancia_casa_km,estado_civil,perc_aumento_salarial,0.0082,0.0074,0.0074,Avaliar home office / subsídio transporte
1014,35,Feminino,Divorciado(a),Research & Development,Healthcare Representative,Sênior,3,Medical,Mestrado,10388,583,57,11,1,16,10,10,1,16,1,1,Viaja Raramente,25,3,1.0,0.0,0.625,124656,3,1,1,1,0,0,0,3352.25,59731.0,2.8,0.2509,Alto,anos_mesmo_gestor,equilibrio_vida_trabalho_cod,faixa_etaria,0.0367,0.0347,0.0283,Conversa de retenção personalizada
1015,30,Feminino,Casado(a),Research & Development,Research Director,Sênior,3,Life Sciences,Técnico,11416,153,73,12,3,8,7,1,7,9,0,1,Viaja Raramente,8,4,0.8889,,0.875,136992,2,1,0,0,1,0,0,879.75,65642.0,2.4,0.1433,Médio,score_bemestar,equilibrio_vida_trabalho_cod,faixa_etaria,0.026,0.0225,0.0201,Programa de bem-estar e saúde mental
1016,20,Feminino,Solteiro(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2600,1097,98,15,0,1,0,0,0,1,1,1,Viaja Raramente,11,2,1.0,0.0,0.0,15600,3,1,0,0,1,1,1,6307.75,14950.0,2.2,0.9332,Crítico,faixa_etaria,nivel_stock_option,anos_mesmo_gestor,0.0723,0.0701,0.0472,Conversa de retenção personalizada
1017,30,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Graduação,2422,109,60,17,0,3,2,1,2,4,0,0,Viaja Frequentemente,5,3,0.75,,0.6667,14532,2,0,0,0,1,1,1,626.75,13926.5,2.2,0.6933,Crítico,score_bemestar,nivel_stock_option,faixa_etaria,0.059,0.0588,0.0499,Programa de bem-estar e saúde mental
1018,26,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Técnico,5472,1066,32,12,0,8,7,1,3,8,1,0,Viaja Raramente,2,2,1.0,0.0,0.875,49248,0,0,0,0,0,0,0,6129.5,31464.0,3.4,0.0872,Baixo,nivel_stock_option,faixa_etaria,idade,0.0492,0.0153,0.0126,Revisar benefícios e stock options
1019,22,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Ensino Médio,2451,217,94,15,1,4,3,1,1,4,1,0,Viaja Raramente,8,3,1.0,0.0,0.75,14706,2,0,0,0,1,1,0,1247.75,14093.25,1.4,0.4215,Crítico,faixa_etaria,anos_mesmo_gestor,envolvimento_trabalho_cod,0.0486,0.0413,0.0403,Conversa de retenção personalizada
1022,48,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Life Sciences,Graduação,4240,277,97,13,0,2,2,2,2,19,2,0,Viaja Raramente,6,0,0.1053,8.5,1.0,38160,1,0,0,0,0,1,0,1592.75,24380.0,2.6,0.2478,Alto,envolvimento_trabalho_cod,nivel_stock_option,satisfacao_ambiente_cod,0.0474,0.0445,0.0309,Aumentar desafios / responsabilidades
1024,48,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Sênior,3,Life Sciences,Mestrado,10999,1355,78,14,0,15,11,4,8,27,7,0,Viaja Raramente,4,3,0.5556,1.71,0.7333,131988,1,0,1,0,0,0,0,7791.25,63244.25,2.6,0.1512,Médio,nivel_stock_option,envolvimento_trabalho_cod,media_anos_por_empresa_anterior,0.0563,0.0375,0.0117,Revisar benefícios e stock options
1025,41,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Pleno,2,Medical,Técnico,5003,549,42,14,0,2,2,2,1,8,6,0,Viaja Raramente,7,6,0.25,1.0,1.0,45027,0,0,0,0,0,0,0,3156.75,28767.25,3.0,0.0629,Baixo,nivel_stock_option,anos_mesmo_gestor,satisfacao_relacionamento_cod,0.0379,0.0221,0.0081,Revisar benefícios e stock options
1026,39,Feminino,Casado(a),Research & Development,Manufacturing Director,Especialista,4,Life Sciences,Ensino Médio,12742,466,65,16,1,21,6,11,8,21,1,0,Viaja Raramente,1,3,1.0,0.0,0.2857,229356,1,0,1,0,0,0,0,2679.5,73266.5,3.2,0.0535,Baixo,envolvimento_trabalho_cod,anos_desde_ultima_promocao,nivel_educacao,0.0203,0.0094,0.0092,Aumentar desafios / responsabilidades
1027,27,Feminino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Life Sciences,Mestrado,4227,1055,47,18,1,3,2,2,2,4,0,0,Viaja Raramente,2,2,0.75,,0.6667,38043,1,0,0,0,0,1,0,6066.25,24305.25,2.6,0.1246,Médio,faixa_etaria,satisfacao_ambiente_cod,satisfacao_relacionamento_cod,0.0246,0.0224,0.0114,Conversa de retenção personalizada
1028,35,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Júnior,1,Other,Graduação,3917,802,45,20,1,3,2,1,2,3,1,0,Viaja Raramente,10,4,1.0,0.0,0.6667,23502,1,0,0,0,0,1,0,4611.5,22522.75,2.4,0.1312,Médio,score_bemestar,faixa_etaria,equilibrio_vida_trabalho_cod,0.0283,0.0251,0.0227,Programa de bem-estar e saúde mental
1029,42,Masculino,Casado(a),Sales,Manager,Diretor,5,Marketing,Técnico,18303,265,90,13,0,1,0,0,0,21,6,0,Viaja Raramente,5,3,0.0476,3.33,0.0,439272,0,0,0,0,0,0,0,1523.75,105242.25,3.2,0.0689,Baixo,nivel_stock_option,anos_mesmo_gestor,anos_empresa,0.0413,0.0123,0.0087,Revisar benefícios e stock options
1030,50,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,2380,804,64,18,0,1,0,0,0,8,4,0,Viaja Raramente,9,5,0.125,1.75,0.0,14280,1,0,0,0,0,1,0,4623.0,13685.0,2.6,0.2951,Alto,nivel_stock_option,anos_mesmo_gestor,renda_mensal_brl,0.0456,0.0294,0.024,Revisar benefícios e stock options
1032,59,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Especialista,4,Life Sciences,Graduação,13726,715,69,13,0,5,3,4,3,30,3,1,Viaja Raramente,2,4,0.1667,8.33,0.6,247068,2,1,1,0,0,0,0,4111.25,78924.5,2.6,0.1429,Médio,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_relacionamento_cod,0.0458,0.0368,0.0113,Revisar benefícios e stock options
1033,37,Feminino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Técnico,4777,1141,61,15,0,1,0,0,0,15,5,0,Viaja Raramente,11,2,0.0667,2.8,0.0,42993,2,0,0,0,1,1,1,6560.75,27467.75,1.2,0.6812,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,score_bemestar,0.0909,0.0489,0.0486,Revisar benefícios e stock options
1034,55,Masculino,Casado(a),Research & Development,Healthcare Representative,Pleno,2,Medical,Mestrado,6385,135,62,14,2,8,7,6,7,17,3,1,Viaja Frequentemente,18,3,0.4706,3.0,0.875,57465,4,1,1,1,1,0,0,776.25,36713.75,3.0,0.1524,Médio,frequencia_viagem,satisfacao_trabalho_cod,taxa_diaria_brl,0.0194,0.0187,0.018,Conversa de retenção personalizada
1035,41,Feminino,Divorciado(a),Research & Development,Research Director,Diretor,5,Life Sciences,Ensino Médio,19973,247,55,22,2,21,16,5,10,21,1,0,Sem Viagem,7,3,1.0,0.0,0.7619,479352,1,0,1,0,0,0,0,1420.25,114844.75,2.2,0.1474,Médio,envolvimento_trabalho_cod,score_bemestar,satisfacao_ambiente_cod,0.0473,0.0187,0.0184,Aumentar desafios / responsabilidades
1036,38,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Life Sciences,Mestrado,6861,1035,42,12,0,1,0,0,0,19,8,1,Viaja Raramente,3,1,0.0526,2.25,0.0,61749,1,1,0,0,0,0,0,5951.25,39450.75,3.0,0.1464,Médio,nivel_stock_option,satisfacao_ambiente_cod,anos_mesmo_gestor,0.0403,0.022,0.0176,Revisar benefícios e stock options
1037,26,Masculino,Solteiro(a),Sales,Sales Executive,Pleno,2,Medical,Técnico,4969,265,79,18,0,2,2,2,2,7,8,0,Sem Viagem,29,6,0.2857,0.62,1.0,44721,2,0,0,1,1,0,1,1523.75,28571.75,2.2,0.6204,Crítico,score_bemestar,nivel_stock_option,envolvimento_trabalho_cod,0.0647,0.0606,0.0599,Programa de bem-estar e saúde mental
1038,52,Feminino,Casado(a),Sales,Manager,Diretor,5,Marketing,Ensino Médio,19845,266,57,15,1,32,14,6,9,33,1,0,Viaja Raramente,2,3,0.9697,1.0,0.4375,476280,1,0,1,0,0,0,1,1529.5,114108.75,2.6,0.4595,Crítico,envolvimento_trabalho_cod,satisfacao_ambiente_cod,media_anos_por_empresa_anterior,0.0697,0.0322,0.0205,Aumentar desafios / responsabilidades
1039,44,Feminino,Casado(a),Sales,Sales Executive,Especialista,4,Medical,Graduação,13320,1448,53,18,1,12,11,11,11,23,3,1,Viaja Raramente,28,2,0.5217,3.67,0.9167,239760,3,1,1,1,0,0,0,8326.0,76590.0,3.6,0.0461,Baixo,anos_desde_ultima_promocao,distancia_casa_km,horas_extras,0.011,0.0084,0.0076,Agendar conversa de carreira / promoção
1040,50,Feminino,Casado(a),Sales,Sales Executive,Pleno,2,Life Sciences,Graduação,6347,145,95,12,1,18,7,0,13,19,0,0,Sem Viagem,1,3,0.9474,,0.3889,57123,0,0,0,0,0,0,0,833.75,36495.25,2.8,0.0891,Baixo,indice_estagnacao_cargo,satisfacao_relacionamento_cod,frequencia_viagem,0.0139,0.0128,0.0123,Conversa de retenção personalizada
1042,36,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Mestrado,2743,885,43,16,0,17,13,15,14,18,1,0,Viaja Raramente,16,1,0.9444,1.0,0.7647,16458,4,0,1,1,1,1,1,5088.75,15772.25,2.8,0.4716,Crítico,nivel_stock_option,satisfacao_trabalho_cod,nivel_cargo_cod,0.0748,0.0424,0.027,Revisar benefícios e stock options
1043,39,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Graduação,10880,945,82,13,0,21,6,2,8,21,1,1,Viaja Frequentemente,22,2,1.0,0.0,0.2857,130560,3,1,0,1,1,0,0,5433.75,62560.0,2.8,0.1262,Médio,nivel_stock_option,satisfacao_trabalho_cod,frequencia_viagem,0.0497,0.0245,0.0178,Revisar benefícios e stock options
1044,33,Feminino,Solteiro(a),Sales,Sales Representative,Júnior,1,Life Sciences,Ensino Médio,2342,1038,88,19,0,2,2,2,2,3,0,0,Sem Viagem,8,2,0.6667,,1.0,14052,1,0,0,0,0,1,0,5968.5,13466.5,2.8,0.2982,Alto,nivel_stock_option,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,0.0408,0.0318,0.0255,Revisar benefícios e stock options
1045,45,Feminino,Casado(a),Sales,Manager,Especialista,4,Life Sciences,Técnico,17650,1234,90,13,1,9,3,1,1,26,3,0,Viaja Raramente,11,4,0.3462,5.67,0.3333,317700,0,0,0,0,0,0,0,7095.5,101487.5,3.4,0.063,Baixo,anos_mesmo_gestor,indice_estagnacao_cargo,satisfacao_relacionamento_cod,0.0179,0.0114,0.0079,Conversa de retenção personalizada
1046,32,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Mestrado,4025,1109,69,12,0,8,7,7,7,10,9,0,Sem Viagem,29,2,0.8,0.22,0.875,24150,3,0,1,1,0,1,0,6376.75,23143.75,3.0,0.2455,Alto,nivel_stock_option,faixa_etaria,nivel_cargo_cod,0.0604,0.0303,0.0206,Revisar benefícios e stock options
1047,34,Masculino,Divorciado(a),Sales,Sales Executive,Pleno,2,Marketing,Mestrado,9725,216,75,11,1,15,1,0,9,16,0,0,Viaja Raramente,1,2,0.9375,,0.0667,87525,0,0,0,0,0,0,0,1242.0,55918.75,3.2,0.1054,Baixo,equilibrio_vida_trabalho_cod,satisfacao_ambiente_cod,faixa_etaria,0.0296,0.0147,0.0128,Revisar jornada e flexibilidade
1048,59,Masculino,Casado(a),Sales,Manager,Sênior,3,Technical Degree,Técnico,11904,1089,66,14,1,6,4,0,4,14,3,1,Viaja Raramente,1,1,0.4286,2.67,0.6667,142848,1,1,0,0,0,0,0,6261.75,68448.0,2.6,0.0854,Baixo,equilibrio_vida_trabalho_cod,satisfacao_ambiente_cod,treinamentos_ultimo_ano,0.028,0.0164,0.0098,Revisar jornada e flexibilidade
1049,45,Masculino,Solteiro(a),Human Resources,Human Resources,Júnior,1,Medical,Mestrado,2177,788,36,16,0,6,3,0,4,6,1,0,Viaja Raramente,24,3,1.0,0.0,0.5,13062,3,0,0,1,1,1,0,4531.0,12517.75,2.2,0.226,Alto,nivel_stock_option,score_bemestar,nivel_cargo_cod,0.0571,0.0333,0.0221,Revisar benefícios e stock options
1050,53,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Marketing,Graduação,7525,124,38,12,1,15,7,6,12,30,2,0,Viaja Frequentemente,2,2,0.5,7.5,0.4667,90300,2,0,1,0,1,0,0,713.0,43268.75,2.2,0.2176,Alto,envolvimento_trabalho_cod,score_bemestar,satisfacao_trabalho_cod,0.0297,0.022,0.0183,Aumentar desafios / responsabilidades
1052,36,Masculino,Divorciado(a),Research & Development,Laboratory Technician,Pleno,2,Other,Graduação,4834,660,81,14,1,1,0,0,0,9,7,0,Viaja Raramente,15,3,0.1111,1.14,0.0,43506,1,0,0,0,0,1,1,3795.0,27795.5,2.2,0.5456,Crítico,score_bemestar,satisfacao_ambiente_cod,equilibrio_vida_trabalho_cod,0.0419,0.0401,0.0397,Programa de bem-estar e saúde mental
1053,26,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Graduação,2042,342,57,14,1,3,2,1,2,6,6,1,Viaja Frequentemente,2,2,0.5,0.5,0.6667,12252,3,1,0,0,1,1,1,1966.5,11741.5,2.0,0.6297,Crítico,frequencia_viagem,faixa_etaria,score_bemestar,0.0482,0.048,0.0433,Conversa de retenção personalizada
1055,34,Feminino,Casado(a),Sales,Sales Representative,Júnior,1,Life Sciences,Mestrado,2220,1333,87,19,1,1,1,0,0,1,1,1,Viaja Raramente,10,2,1.0,0.0,1.0,13320,2,1,0,0,0,1,0,7664.75,12765.0,3.2,0.2931,Alto,anos_mesmo_gestor,anos_experiencia_total,renda_mensal_brl,0.0368,0.0312,0.0291,Conversa de retenção personalizada
1056,28,Masculino,Casado(a),Sales,Sales Representative,Júnior,1,Medical,Ensino Médio,1052,1144,74,22,0,1,0,0,0,1,1,0,Viaja Raramente,10,5,1.0,0.0,0.0,6312,2,0,0,0,1,1,0,6578.0,6049.0,2.8,0.6735,Crítico,nivel_stock_option,anos_mesmo_gestor,anos_experiencia_total,0.0644,0.051,0.0471,Revisar benefícios e stock options
1060,38,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Other,Mestrado,2821,1186,44,16,1,2,2,2,2,8,3,0,Viaja Frequentemente,3,2,0.25,2.0,1.0,16926,1,0,0,0,0,1,0,6819.5,16220.75,2.6,0.1936,Alto,frequencia_viagem,satisfacao_relacionamento_cod,anos_empresa,0.0413,0.0215,0.0156,Conversa de retenção personalizada
1061,50,Masculino,Casado(a),Research & Development,Research Director,Diretor,5,Medical,Mestrado,19237,1464,62,11,1,8,1,7,7,29,2,1,Viaja Raramente,2,2,0.2759,10.5,0.125,461688,2,1,1,0,0,0,0,8418.0,110612.75,2.8,0.1336,Médio,equilibrio_vida_trabalho_cod,satisfacao_ambiente_cod,anos_cargo_atual,0.0211,0.0124,0.0112,Revisar jornada e flexibilidade
1062,37,Feminino,Solteiro(a),Research & Development,Healthcare Representative,Pleno,2,Other,Graduação,4107,124,35,15,0,4,3,0,1,8,3,0,Viaja Raramente,3,3,0.5,1.33,0.75,36963,2,0,0,0,1,1,0,713.0,23615.25,2.4,0.372,Crítico,nivel_stock_option,equilibrio_vida_trabalho_cod,score_bemestar,0.0687,0.0503,0.0336,Revisar benefícios e stock options
1066,40,Masculino,Casado(a),Sales,Sales Executive,Pleno,2,Marketing,Graduação,8396,300,74,14,1,7,7,7,5,8,1,0,Viaja Raramente,26,3,0.875,1.0,1.0,75564,3,0,1,1,1,0,0,1725.0,48277.0,2.2,0.187,Alto,equilibrio_vida_trabalho_cod,satisfacao_trabalho_cod,score_bemestar,0.0281,0.0196,0.0173,Revisar jornada e flexibilidade
1068,26,Feminino,Divorciado(a),Research & Development,Research Scientist,Júnior,1,Medical,Ensino Médio,2007,921,66,13,2,5,3,1,3,5,1,0,Viaja Frequentemente,1,5,1.0,0.0,0.6,12042,1,0,0,0,0,1,0,5295.75,11540.25,2.4,0.3074,Alto,frequencia_viagem,score_bemestar,envolvimento_trabalho_cod,0.0418,0.032,0.0303,Conversa de retenção personalizada
1069,46,Masculino,Divorciado(a),Research & Development,Research Director,Diretor,5,Medical,Mestrado,19627,430,40,17,2,2,2,2,2,23,9,0,Viaja Raramente,1,0,0.087,2.33,1.0,471048,0,0,0,0,0,0,0,2472.5,112855.25,3.6,0.0945,Baixo,treinamentos_ultimo_ano,taxa_diaria_brl,qtd_empresas_anteriores,0.0158,0.009,0.0062,Conversa de retenção personalizada
1070,54,Feminino,Casado(a),Sales,Sales Executive,Sênior,3,Life Sciences,Mestrado,10686,1082,41,11,1,9,4,7,0,13,6,0,Viaja Raramente,2,4,0.6923,0.67,0.4444,128232,1,0,1,0,0,0,0,6221.5,61444.5,2.6,0.3528,Crítico,envolvimento_trabalho_cod,anos_mesmo_gestor,media_anos_por_empresa_anterior,0.0492,0.0337,0.0253,Aumentar desafios / responsabilidades
1071,56,Feminino,Casado(a),Research & Development,Research Scientist,Júnior,1,Medical,Graduação,2942,1240,63,19,1,5,4,0,3,18,2,0,Viaja Frequentemente,9,4,0.2778,6.5,0.8,17652,1,0,0,0,0,1,0,7130.0,16916.5,2.4,0.2208,Alto,frequencia_viagem,satisfacao_ambiente_cod,score_bemestar,0.0337,0.0318,0.031,Conversa de retenção personalizada
1073,36,Feminino,Solteiro(a),Research & Development,Manufacturing Director,Sênior,3,Medical,Doutorado,8858,796,51,11,0,14,8,7,8,15,0,0,Viaja Raramente,12,2,0.9333,,0.5714,106296,1,0,1,0,0,0,0,4577.0,50933.5,2.8,0.2885,Alto,nivel_stock_option,equilibrio_vida_trabalho_cod,envolvimento_trabalho_cod,0.0562,0.048,0.0249,Revisar benefícios e stock options
1074,55,Masculino,Solteiro(a),Research & Development,Manager,Especialista,4,Medical,Ensino Médio,16756,444,40,15,0,9,7,6,2,31,7,0,Sem Viagem,2,3,0.2903,3.14,0.7778,301608,2,0,1,0,1,0,0,2553.0,96347.0,2.4,0.2166,Alto,nivel_stock_option,envolvimento_trabalho_cod,satisfacao_trabalho_cod,0.0534,0.0349,0.0274,Revisar benefícios e stock options
1076,43,Masculino,Divorciado(a),Sales,Sales Executive,Sênior,3,Medical,Graduação,10798,415,79,13,1,1,0,0,0,18,5,0,Viaja Raramente,25,5,0.0556,3.4,0.0,129576,1,0,0,1,0,0,0,2386.25,62088.5,3.0,0.0984,Baixo,envolvimento_trabalho_cod,anos_mesmo_gestor,anos_empresa,0.029,0.0201,0.0172,Aumentar desafios / responsabilidades
1077,20,Feminino,Solteiro(a),Sales,Sales Representative,Júnior,1,Marketing,Graduação,2323,769,54,14,0,2,2,0,2,2,1,1,Viaja Frequentemente,9,3,1.0,0.0,1.0,13938,2,1,0,0,0,1,1,4421.75,13357.25,3.2,0.607,Crítico,faixa_etaria,nivel_stock_option,idade,0.0706,0.0536,0.0389,Conversa de retenção personalizada
1079,21,Feminino,Solteiro(a),Research & Development,Laboratory Technician,Júnior,1,Life Sciences,Graduação,1416,1334,36,13,0,1,0,1,0,1,1,0,Viaja Raramente,10,6,1.0,0.0,0.0,8496,2,0,0,0,1,1,1,7670.5,8142.0,1.8,0.9215,Crítico,faixa_etaria,nivel_stock_option,anos_mesmo_gestor,0.0628,0.0624,0.045,Conversa de retenção personalizada
1080,46,Feminino,Divorciado(a),Research & Development,Research Scientist,Pleno,2,Life Sciences,Mestrado,4615,1003,74,23,3,16,13,1,7,19,8,1,Viaja Raramente,8,2,0.8421,0.38,0.8125,41535,3,1,0,0,1,1,0,5767.25,26536.25,2.2,0.1027,Baixo,envolvimento_trabalho_cod,score_bemestar,satisfacao_trabalho_cod,0.0309,0.0285,0.0207,Aumentar desafios / responsabilidades
1081,51,Masculino,Casado(a),Research & Development,Research Scientist,Júnior,1,Life Sciences,Mestrado,2461,1323,34,12,3,10,0,2,7,18,9,1,Viaja Raramente,4,2,0.5556,0.89,0.0,14766,2,1,0,0,0,1,1,7607.25,14150.75,2.8,0.2253,Alto,satisfacao_ambiente_cod,nivel_cargo_cod,media_anos_por_empresa_anterior,0.0271,0.0174,0.0155,Avaliar condições e ambiente de trabalho
1082,28,Masculino,Solteiro(a),Research & Development,Healthcare Representative,Sênior,3,Technical Degree,Técnico,8722,1366,72,12,0,10,7,1,9,10,1,0,Sem Viagem,24,2,1.0,0.0,0.7,104664,2,0,0,1,1,0,1,7854.5,50151.5,1.6,0.2717,Alto,nivel_stock_option,score_bemestar,faixa_etaria,0.0593,0.0278,0.0233,Revisar benefícios e stock options
1083,26,Masculino,Casado(a),Research & Development,Laboratory Technician,Júnior,1,Medical,Técnico,3955,192,59,16,2,5,3,1,3,6,1,0,Viaja Raramente,1,2,0.8333,1.0,0.6,23730,2,0,0,0,1,1,0,1104.0,22741.25,1.6,0.307,Alto,envolvimento_trabalho_cod,score_bemestar,satisfacao_ambiente_cod,0.0345,0.0332,0.0326,Aumentar desafios / responsabilidades
1084,30,Masculino,Casado(a),Research & Development,Manufacturing Director,Pleno,2,Other,Graduação,9957,1176,85,15,1,6,2,0,2,7,0,0,Viaja Raramente,20,1,0.8571,,0.3333,89613,2,0,0,1,1,0,0,6762.0,57252.75,2.4,0.1562,Médio,equilibrio_vida_trabalho_cod,score_bemestar,faixa_etaria,0.0311,0.0294,0.0257,Revisar jornada e flexibilidade
